編號,分類,對應PDF,PDF題號,CSV題號,內容判定,答案判定,溯源判定,題號判定,顯示判定,圖片依賴,內嵌圖片數,差異類型,內容差異明細,其他問題,差異摘要
A1-148,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,48,48,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增16/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某電商平台建置機器學習模型,用於預測用戶在瀏覽特定商品後的購買機率.模型上線初期表現穩定,但維運團隊在定期審查中發現兩種不同情形:情形甲:模型上線半年後恰逢消費」｜CSV「某電商平台建置機器學習模型,用於預測用戶在瀏覽特定商品後的購買機率.模型上線初期表現穩定,但維運團隊在定期審查中發現兩種不同情形:情形甲:模型上線半年後恰逢消費」"
A1-149,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,49,49,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A1-150,A1,115年第二次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260604212644.pdf,50,50,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-101,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,1,1,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-102,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,2,2,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-103,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,3,3,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-104,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,4,4,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項2不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項2混入頁首文字 | L4 選項2多餘連續空白,"PDF「Token是模型用來表示整段文字語意的向量單位,用於理解輸入內容的語意結構」｜CSV「Token是模型用來表示整段文字語意的向量單位,用於理解輸入內容的語意第二科:生成式AI應用與規劃答案題目結構」"
A2-105,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,5,5,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-106,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,6,6,PASS,PASS,FAIL,PASS,PASS,是,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-107,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,7,7,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-108,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,8,8,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項1不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項1混入頁首文字 | L4 選項1多餘連續空白,"PDF「你在訂位平台設定""開放提醒"",系統每隔10分鐘會自動幫你重新查詢各餐廳空位狀況,若有變動再通知你」｜CSV「你在訂位平台設定""開放提醒"",系統每隔10分鐘會自動幫你重新查詢各餐廳空位狀況,若有變動再通知你;第二科:生成式AI應用與規劃答案題目」"
A2-109,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,9,9,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-110,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,10,10,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-111,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,11,11,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-112,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,12,12,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某電商平台導入CLIP(ContrastiveLanguage-ImagePre-training)模型,讓使用者能直接輸入文字描述來搜尋商品圖片.請問CLIP」｜CSV「某電商平台導入CLIP(ContrastiveLanguage-ImagePre-training)模型,讓使用者能直接輸入文字描述來搜尋商品圖片.請問CLIP」"
A2-113,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,13,13,PASS,PASS,FAIL,PASS,PASS,是,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-114,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,14,14,PASS,PASS,FAIL,PASS,PASS,是,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-115,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,15,15,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某新創公司希望針對特定醫療診斷任務微調語言模型,但受限於資料取得困難,目前僅收集到少量已標註的診斷病例.在標註資料極為有限的條件下,強化微調(Reinforce」｜CSV「某新創公司希望針對特定醫療診斷任務微調語言模型,但受限於資料取得困難,目前僅收集到少量已標註的診斷病例.在標註資料極為有限的條件下,強化微調(Reinforce」"
A2-116,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,16,16,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-117,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,17,17,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-118,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,18,18,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-119,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,19,19,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項3不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項3混入頁首文字 | L4 選項3多餘連續空白,"PDF「結合檢索與生成機制,仍屬生成式AI應用範疇」｜CSV「結合檢索與生成機制,仍屬生成式AI應用範疇;第二科:生成式AI應用與規劃答案題目」"
A2-120,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,20,20,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-121,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,21,21,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-122,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,22,22,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-123,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,23,23,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某公司開發一個AI助理,能長期記住使用者的重要資訊(例如偏好與歷史需求),並在後續對話中加以利用.系統設計採用Titans架構的MemoryasContext(」｜CSV「某公司開發一個AI助理,能長期記住使用者的重要資訊(例如偏好與歷史需求),並在後續對話中加以利用.系統設計採用Titans架構的MemoryasContext(」"
A2-124,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,24,24,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-125,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,25,25,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-126,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,26,26,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-127,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,27,27,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「解碼器(Decoder)先產生多個候選回覆句子,再從中選擇語意最適合的一句作為輸出」｜CSV「解碼器(Decoder)先產生多個候選回覆句子,再從中選擇語意最適合的一句作為輸出第二科:生成式AI應用與規劃答案題目」"
A2-128,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,28,28,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-129,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,29,29,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-130,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,30,30,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-131,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,31,31,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,PDF「全部使用StableDiffusion處理影像生成和文件撰寫」｜CSV「全部使用StableDiffusion處理影像生成和文件撰寫第二科:生成式AI應用與規劃答案題目」
A2-132,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,32,32,PASS,PASS,FAIL,PASS,PASS,是,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-133,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,33,33,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-134,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,34,34,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-135,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,35,35,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項1不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 選項1混入頁首文字 | L4 選項1多餘連續空白,"PDF「各Agent之間缺乏有效的上下文(Context)同步機制,導致各自持有不一致的資訊狀態進行決策」｜CSV「各Agent之間缺乏有效的上下文(Context)同步機制,導致各自持有不一致第二科:生成式AI應用與規劃答案題目的資訊狀態進行決策」"
A2-136,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,36,36,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-137,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,37,37,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-138,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,38,38,PASS,PASS,FAIL,PASS,PASS,是,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-139,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,39,39,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某研究團隊希望評估大型語言模型在不同學科領域的整體理解能力,包含法律,醫學,數學與歷史等,並要求模型在未見過的題型中仍能正確推理與作答.下列何者最符合此類評測設」｜CSV「某研究團隊希望評估大型語言模型在不同學科領域的整體理解能力,包含法律,醫學,數學與歷史等,並要求模型在未見過的題型中仍能正確推理與作答.下列何者最符合此類評測設」"
A2-140,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,40,40,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-141,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,41,41,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-142,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,42,42,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項2不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項2混入頁首文字 | L4 選項2多餘連續空白,PDF「提示洩漏(PromptLeakage)」｜CSV「提示洩漏(PromptLeakage);第二科:生成式AI應用與規劃答案題目」
A2-143,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,43,43,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-144,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,44,44,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-145,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,45,45,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-146,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,46,46,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-147,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,47,47,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增18/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某物流公司計劃導入生成式AI來預測交通流量並優化配送路線,預期每月處理500萬筆路況資料.在進行成本效益評估時,下列何者不屬於TCO(TotalCostofOw」｜CSV「某物流公司計劃導入生成式AI來預測交通流量並優化配送路線,預期每月處理500萬筆路況資料.在進行成本效益評估時,下列何者不屬於TCO(TotalCost第二科:」"
A2-148,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,48,48,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-149,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,49,49,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
A2-150,A2,115年第二次初級AI應用規劃師_第二科_生成式AI應用與規劃_公告試題_20260604212719.pdf,50,50,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-051,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,1,1,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-052,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,2,2,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-053,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,3,3,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-054,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,4,4,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項2不符（C4：刪0/增20/改0）,L1 文件名稱無法對應實體檔 | L4 選項2混入頁首文字 | L4 選項2多餘連續空白,PDF「透過對抗訓練(AdversarialTraining)縮小真實句與生成句之間的語意差異」｜CSV「透過對抗訓練(AdversarialTraining)縮小真實句與生成句之間的語意差異;第一科:人工智慧技術應用與規劃答案題目」
B1-055,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,5,5,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-056,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,6,6,PASS,PASS,FAIL,PASS,FAIL,否,0,-,完全一致,L1 文件名稱無法對應實體檔 | L4 選項1多餘連續空白,
B1-057,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,7,7,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-058,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,8,8,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字 | L4 選項2多餘連續空白,"PDF「某工程師訓練了一個皮膚病變二元分類模型(惡性/良性),在向臨床醫師報告模型效能時,使用ROC曲線(ReceiverOperatingCharacteristic」｜CSV「某工程師訓練了一個皮膚病變二元分類模型(惡性/良性),在向臨床醫師報告模型效能時,使用ROC曲線(ReceiverOperatingCharacteristic」"
B1-059,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,9,9,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-060,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,10,10,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-061,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,11,11,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-062,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,12,12,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項2不符（C4：刪0/增20/改0）,L1 文件名稱無法對應實體檔 | L4 選項2混入頁首文字 | L4 選項2多餘連續空白,"PDF「可將輸入壓縮至(0,1)區間,可解釋為機率值,但在輸入值過大或過小時可能產生梯度消失問題」｜CSV「可將輸入壓縮至(0,1)區間,可解釋為機率值,但在輸入值過大或過小時可能產生梯度消失問題;第一科:人工智慧技術應用與規劃答案題目」"
B1-063,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,13,13,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-064,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,14,14,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-065,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,15,15,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-066,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,16,16,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字 | L4 選項2多餘連續空白,"PDF「一位工程師正在實作一個ReAct框架的AIAgent,該Agent需要回答""台灣目前最大的電動車充電站營運商是哪間公司,以及其充電樁總數"".Agent的工具清單」｜CSV「一位工程師正在實作一個ReAct框架的AIAgent,該Agent需要回答""台灣目前最大的電動車充電站營運商是哪間公司,以及其充電樁總數"".第一科:人工智慧技術」"
B1-067,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,17,17,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「影像模態用CNN,文字模態用Transformer,時序模態用LSTM或TemporalCNN」｜CSV「影像模態用CNN,文字模態用Transformer,時序模態用LSTM或Temporal第一科:人工智慧技術應用與規劃答案題目CNN」"
B1-068,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,18,18,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-069,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,19,19,PASS,PASS,FAIL,PASS,PASS,是,1,-,完全一致,L1 文件名稱無法對應實體檔,
B1-070,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,20,20,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某電商公司計畫導入即時推薦系統,希望使用者進入網站後能在100毫秒內取得推薦結果,且推薦結果需依據最新使用者行為進行調整.系統需支援每日約50萬活躍使用者,尖峰」｜CSV「某電商公司計畫導入即時推薦系統,希望使用者進入網站後能在100毫秒內取得推薦結果,且推薦結果需依據最新使用者行為進行調整.系統需支援每日約50萬活躍使用者,尖峰」"
B1-071,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,21,21,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-072,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,22,22,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某金融科技公司計劃建立完整的AI開發到維運流程,希望實現""模型訓練→測試→部署→監控→再訓練""的自動化流程串接,並確保線上模型的版本可追溯.技術主管建議引入ML」｜CSV「某金融科技公司計劃建立完整的AI開發到維運流程,希望實現""模型訓練→測試→部署→監控→再訓練""的自動化流程串接,並確保線上模型的版本可追溯.技術主管建議引入ML」"
B1-073,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,23,23,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-074,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,24,24,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-075,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,25,25,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-076,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,26,26,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,題幹不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 題目混入頁首文字,"PDF「某銀行導入一套AI授信審核系統,針對貸款申請人進行自動化決策.監理單位要求系統必須符合負責任AI(ResponsibleAI)原則,特別是對被拒絕的申請人提供每」｜CSV「某銀行導入一套AI授信審核系統,針對貸款申請人進行自動化決策.監理單位要求系統必須符合負責任AI(ResponsibleAI)原則,特別是對被拒絕的申請人提第一」"
B1-077,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,27,27,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-078,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,28,28,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-079,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,29,29,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項3不符（C4：刪0/增20/改0）,L1 文件名稱無法對應實體檔 | L4 選項3混入頁首文字 | L4 選項3多餘連續空白,"PDF「使用Grad-CAM(ClassActivationMap),透過梯度反向傳播生成類別關注區域」｜CSV「使用Grad-CAM(ClassActivationMap),透過梯度反向傳播生成類別關注區域;第一科:人工智慧技術應用與規劃答案題目」"
B1-080,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,30,30,PASS,PASS,FAIL,PASS,FAIL,否,0,-,完全一致,L1 文件名稱無法對應實體檔 | L4 選項3多餘連續空白,
B1-081,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,31,31,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-082,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,32,32,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
B1-083,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,33,33,FAIL,PASS,FAIL,PASS,FAIL,否,0,C4 頁首文字混入,選項4不符（C4：刪0/增19/改0）,L1 文件名稱無法對應實體檔 | L4 選項4混入頁首文字 | L4 選項4多餘連續空白,"PDF「合成資料可在控制條件下產生多樣化場景,用於擴充訓練資料並提升模型的泛化能力」｜CSV「合成資料可在控制條件下產生多樣化場景,用於擴充訓練資料並提升模型的第一科:人工智慧技術應用與規劃答案題目泛化能力」"
B1-084,B1,115年第一次中級AI應用規劃師_第一科_人工智慧技術應用與規劃_公告試題_20260615003359.pdf,34,34,PASS,PASS,FAIL,PASS,PASS,否,0,-,完全一致,L1 文件名稱無法對應實體檔,
